Year,Brand,Model,Lap Time I, RC,Tire II,Lap Time II,RC,Tire III,Lap Time III,RC,Country,MSRP (2022 USD),WHP,WTorque,Weight,P/W (kg/hp),Layout,Trans,Rating,_HD,Author,Source,Comments / Other Times,,,,,,,
2018,Lotus,Evora GT430,,,,,,,,,Britain,,364,398,1258,3.456043956,MR,AT,,L,Chivas AutoArt,link,,,,,,,,
2018,Lotus,Evora GT430,,,,,,,,,Britain,,374,383,1258,3.363636364,MR,AT,,L,101Creative,Patreon,,,,,,,,
2022,Lotus,Emira,,,,,,,,,Britain,,347,402,1405,4.048991354,MR,MT,,L,RemZona,no,,,,,,,,
2022,Lotus,Emira,,,,,,,,,Britain,,347,402,1405,4.048991354,MR,MT,,L,101Creative,link,,,,,,,,
1996,Maserati,Ghibli Cup,,,,,,,,,Italy,,326,373,1810,5.552147239,FR,,,L,Velo,link,,,,,,,,
2013,Maserati,Ghibli S,,,,,,,,,Italy,,267,533,1810,6.779026217,FR,AT,,L,Assettodrive,link,,,,,,,,
2008,Maserati,Quattroporte S,1:08.698,0,,,,,,,Italy,,331,382,1990,6.012084592,FR,AT,,L,Maserati,irl,,,,,,,,
2013,Maserati,Quattroporte GTS,,,,,,,,,Italy,,452,605,1900,4.203539823,FR,AT,,L,Kunos,AC,,,,,,,,
2016,Maserati,Levante S,,,,,,,,,Italy,,366,506,2108,5.759562842,F4,AT,,L,Kunos,AC,,,,,,,,
2006,Maserati,Coupe GranSport,,,,,,,,,Italy,,344,407,1670,4.854651163,FR,AT,,L,101Creative,patreon,,,,,,,,
2018,Maserati,Granturismo MC,,,,,,,,,Italy,,396,460,1520,3.838383838,FR,AT,,L,TGN,link,,,,,,,,
1972,Maserati,Merak,,,,,,,,,Italy,,164,207,1420,8.658536585,MR,MT,,L,Benjaminavtek&Francisco Bort,link,,,,,,,,
2021,Maserati,MC20,,,,,,,,,Italy,,546,715,1500,2.747252747,MR,AT,,L,Thegost,Patreon,,,,,,,,
1992,Mazda,Autozam AZ-1,,,,,,,,,Japan,,60,78,720,12,MR,MT,,R,101Creative,Patreon,,,,,,,,
2014,Mazda,2 1.5 (MK4),1:14.371,0,,,,,,,Japan,,99,123,1156,11.67676768,FF,MT,,R,Mazda,irl,,,,,,,,
2007,Mazda,3 (BK),,,,,,,,,Japan,,147,187,1335,9.081632653,FF,MT,,L,Blaze,Patreon,,,,,,,,
2009,Mazda,Mazdaspeed 3 (BK),,,,,,,,,Japan,,252,390,1460,5.793650794,FF,MT,,L,Blaze,Patreon,too much power,,,,,,,
2009,Mazda,3 MPS,1:10.27,0,,,,,,,Japan,,245,328,1450,5.918367347,FF,MT,,R,Mazda,irl,,,,,,,,
2010,Mazda,Mazdaspeed 2,,,,,,,,,Japan,,238,238,1385,5.819327731,FF,MT,,L,Blaze,Patreon,,,,,,,,
2010,Mazda,Mazdaspeed 3,,,,,,,,,Japan,,229,332,1480,6.462882096,FF,MT,,L,101Creative,Patreon,,,,,,,,
2016,Mazda,6,,,,,,,,,Japan,,185,256,1520,8.216216216,FF,AT,,L,PTT Mods,Patreon,power too high,,,,,,,
1990,Mazda,Miata (NA),,,,,,,,,Japan,,115,135,1040,9.043478261,FR,MT,,R,Kunos,AC,,,,,,,,
1998,Mazda,Roadster 1.8RS (NB1),,,,,,,,,Japan,,122,139,1030,8.442622951,FR,MT,,L,Sam S.,link,,,,,,,,
2004,Mazda,Miata (NB2),,,,,,,,,Japan,,134,145,1080,8.059701493,FR,MT,,R,Sam S.,Link,,,,,,,,
2004,Mazda,Roadster 1800RS (NB2),,,,,,,,,Japan,,134,145,1080,8.059701493,FR,MT,,L,Sam S.,link,,,,,,,,
2001,Mazda,MX-5 (NB),1:13.20,0,,,,,,,Japan,,113,149,1085,9.601769912,FR,MT,,R,Mazda,irl,,,,,,,,
2005,Mazda,MX-5 Mazdaspeed (NB2),,,,,,,,,Japan,,158,200,1120,7.088607595,FR,MT,,L,101Creative,link,,,,,,,,
2005,Mazda,MX-5 (NC),1:11.85,0,,,,,,,Japan,,139,173,1152,8.287769784,FR,MT,,R,Mazda,irl,,,,,,,,
2013,Mazda,MX-5 (NC3),,,,,,,,,Japan,,164,190,1058,6.451219512,FR,MT,,L,PTT Mods,Patreon,power too high,,,,,,,
2015,Mazda,MX-5 (ND1),,,,,,,,,Japan,,146,187,1058,7.246575342,FR,MT,,L,Kunos,AC (JP),,,,,,,,
2015,Mazda,MX-5 (ND),1:13.52,0,,,,,,,Japan,,140,188,1061,7.578571429,FR,MT,,R,Mazda,irl,seems slow,,,,,,,
1967,Mazda,Cosmo Sport,,,,,,,,,Japan,,129,139,970,7.519379845,FR,MT,,R,なんだこぱんだ,youtube,,,,,,,,
1973,Mazda,RX-3,,,,,,,,,Japan,,129,139,885,6.860465116,FR,MT,,L,Panda,link,,,,,,,,
1989,Mazda,RX-7 Turbo (FC),1:13.56,0,,,,,,,Japan,,188,237,1285,6.835106383,FR,MT,,R,Mazda,irl,,,,,,,,
1991,Mazda,RX-7 Infini (FC3S),,,,,,,,,Japan,,175,227,1230,7.028571429,FR,MT,,R,Esprit3095,link,,,,,,,,
1998,Mazda,RX-7 Spirit R (FD3S),,,,,,,,,Japan,,247,285,1231,4.983805668,FR,MT,,R,Switchpro3 & Sam S.,link,higher quality [gt:s] model,,,,,,,
2002,Mazda,RX-7 Spirit R (FD3S),,,,,,,,,Japan,,267,288,1270,4.756554307,FR,MT,,R,Kunos,AC (JP),,,,,,,,
2001,Mazda,RX-7 (FD),1:06.36,0,,,,,,,Japan,,269,286,1270,4.721189591,FR,MT,,R,Mazda,irl,,,,,,,,
2004,Mazda,RX-8 Mazdaspeed,,,,,,,,,Japan,,202,187,1350,6.683168317,FR,MT,,R,101Creative,Patreon,,,,,,,,
2012,Mazda,RX-8 Spirit R,,,,,,,,,Japan,,202,187,1350,6.683168317,FR,MT,,R,101Creative,Patreon,,,,,,,,
2007,Mazda,RX-8 Type S,1:09.00,0,,,,,,,Japan,,215,189,1310,6.093023256,FR,MT,,R,Mazda,irl,,,,,,,,
1992,McLaren,F1,,,,,,,,,Britain,,605,628,1140,1.884297521,MR,MT,,M,AC Cars Reworked,link,,,,,,,,
1994,McLaren,F1,,,,,,,,,Britain,,586,652,1140,1.945392491,MR,MT,,M,Jandrovi,Youtube,,,,,,,,
1993,McLaren,F1,1:04.62,0,,,,,,,Britain,,572,590,1199,2.096153846,MR,MT,,M,Mclaren,irl,,,,,,,,
2013,McLaren,P1,,,,,,,,,Britain,,624,619,1450,2.323717949,MR,AT,,L,Kunos,AC (DP1),,,,,,,,
2018,McLaren,Senna,,,,,,,,,Britain,,459,541,1198,2.610021786,MR,AT,,L,Jandrovi,Youtube,hp seems way too low but in jandrovi i trust,,,,,,,
2019,McLaren,Speedtail,,,,,,,,,Britain,,718,712,1425,1.984679666,MR,AT,,M,?,link,,,,,,,,
2022,McLaren,Elva,,,,,,,,,Britain,,786,878,1198,1.524173028,MR,AT,,L,?,link,,,,,,,,
2011,McLaren,MP4-12C,,,,,,,,,Britain,,539,536,1434,2.660482375,MR,AT,,L,Kunos,AC,,,,,,,,
2016,McLaren,675LT Spider,,,,,,,,,Britain,,579,626,1247,2.153713299,MR,AT,,L,MNBA,Patreon,,,,,,,,
2017,McLaren,720S,,,,,,,,,Britain,,604,659,1282,2.122516556,MR,AT,,L,Markos Kass,link,,,,,,,,
2019,McLaren,720S Spider,,,,,,,,,Britain,,623,792,1332,2.138041734,MR,AT,,L,AO Mods,link,,,,,,,,
2020,McLaren,765LT,,,,,,,,,Britain,,756,800,1229,1.625661376,MR,AT,,L,PTT Mods,patreon,,,,,,,,
2021,McLaren,765LT,,,,,,,,,Britain,,655,837,1339,2.044274809,MR,AT,,L,Ceky Performance,patreon,power seems low compared to irl,,,,,,,
2015,McLaren,540C,,,,,,,,,Britain,,465,464,1350,2.903225806,MR,AT,,L,?,link,,,,,,,,
2015,McLaren,570S,,,,,,,,,Britain,,507,548,1313,2.58974359,MR,AT,,L,Kunos,AC (R2R),,,,,,,,
2019,McLaren,600LT,,,,,,,,,Britain,,548,696,1247,2.275547445,MR,AT,,L,IXAssetto/TGN,patreon,torque too high,,,,,,,
2019,McLaren,600LT,,,,,,,,,Britain,,555,600,1247,2.246846847,MR,AT,,L,Jerry Wei,patreon,,,,,,,,
2021,McLaren,620R,,,,,,,,,Britain,,543,588,1282,2.360957643,MR,AT,,L,Ceky Performance,patreon,power seems low,,,,,,,
2022,McLaren,Artura,,,,,,,,,Britain,,507,531,1390,2.741617357,MR,AT,,L,RemZona,link,apparently more power with hybrid,,,,,,,
2020,McLaren,GT,,,,,,,,,Britain,,541,585,1530,2.828096118,MR,AT,,L,EX Mods,link,,,,,,,,
2018,Mercedes-Benz,AMG A35 (W177),1:06.946,0,,,,,,,Germany,,289,382,1600,5.53633218,F4,AT,,L,Mercedes,irl,,,,,,,,
2014,Mercedes-Benz,AMG GLA45,1:07.485,0,,,,,,,Germany,,319,409,1582,4.959247649,F4,AT,,L,Mercedes,irl,,,,,,,,
2013,Mercedes-Benz,AMG A45 (W176),,,,,,,,,Germany,,340,426,1555,4.573529412,F4,AT,,L,Jandrovi,youtube,,,,,,,,
2013,Mercedes-Benz,AMG A45 (W176),,,,,,,,,Germany,,334,428,1555,4.655688623,F4,AT,,L,MNBA,link,,,,,,,,
2014,Mercedes-Benz,AMG A45 (W176),,,,,,,,,Germany,,319,409,1555,4.87460815,F4,AT,,L,TGN,,,,,,,,,
2013,Mercedes-Benz,AMG A45 (W176),1:05.800,0,MPSC2,1:04.720,0,,,,Germany,,330,418,1370,4.151515152,F4,AT,,L,Mercedes,irl,confirmed to be cup 2s,,,,,,,
2019,Mercedes-Benz,AMG A45 (W177),,,,,,,,,Germany,,361,435,1555,4.307479224,F4,AT,,L,TGN,link,,,,,,,,
2017,Mercedes-Benz,AMG CLA45 (C117),,,,,,,,,Germany,,322,417,1585,4.922360248,F4,AT,,L,EX Mods,link,,,,,,,,
2019,Mercedes-Benz,AMG CLA35 (C118),,,,,,,,,Germany,,286,378,1560,5.454545455,F4,AT,,L,Ceky Performance,Patreon,,,,,,,,
1990,Mercedes-Benz,190E 2.3-16 EVO I,,,,,,,,,Germany,,210,221,1340,6.380952381,FR,MT,,L,Antuan Designs,link,,,,,,,,
2004,Mercedes-Benz,AMG C32 (W203),,,,,,,,,Germany,,404,429,1635,4.047029703,FR,B,,L,Wack,link,hp too high,,,,,,,
2008,Mercedes-Benz,AMG C63,1:07.373,0,,,,,,,Germany,,374,498,1809,4.836898396,FR,AT,,L,Mercedes,irl,,,,,,,,
2012,Mercedes-Benz,AMG C63 (W204),,,,,,,,,Germany,,408,500,1815,4.448529412,FR,AT,,L,Jandrovi,Youtube,p31 pkg?,,,,,,,
2012,Mercedes-Benz,AMG C63 Black Series (C204),,,,,,,,,Germany,,447,540,1710,3.825503356,FR,AT,,L,BZ Simworks,FB,,,,,,,,
2016,Mercedes-Benz,AMG C63 S (C205),,,,,,,,,Germany,,486,563,1525,3.137860082,FR,AT,,L,TGN,,,,,,,,,
2017,Mercedes-Benz,AMG C63 S (C205),,,,,,,,,Germany,,448,623,1725,3.850446429,FR,AT,,L,MNBA,Patreon,,,,,,,,
2017,Mercedes-Benz,AMG C63 S (C205),,,,,,,,,Germany,,448,614,1725,3.850446429,FR,AT,,L,MNBA (u. GSM),link,,,,,,,,
2003,Mercedes-Benz,AMG CLK55 (W/A 209),,,,,,,,,Germany,,338,368,1545,4.571005917,FR,AT,,L,?,link,,,,,,,,
2005,Mercedes-Benz,AMG CLK55 (W/A 209),,,,,,,,,Germany,,312,444,1640,5.256410256,FR,AT,,L,M. Kass/ B. Gili,link,,,,,,,,
2005,Mercedes-Benz,AMG CLK63 Black Series,,,,,,,,,Germany,,447,540,1640,3.668903803,FR,AT,,L,MNBA,link,,,,,,,,
1968,Mercedes-Benz,300 SEL 6.3 (W109),,,,,,,,,Germany,,,,,,,,,L,Mercedes,irl,,,,,,,,
1990,Mercedes-Benz,560 SEC AMG 6.0,,,,,,,,,Germany,,347,385,2177,6.273775216,FR,AT,,L,?,link,,,,,,,,
1988,Mercedes-Benz,"AMG 300 CE 6.0 ""Hammer"" (W124)",,,,,,,,,Germany,,394,480,1685,4.276649746,FR,AT,,L,Kursat erdogan,link,,,,,,,,
1990,Mercedes-Benz,500E,1:12.60,0,,,,,,,Germany,,354,369,1759,4.968926554,FR,AT,,L,Mercedes,irl,,,,,,,,
2006,Mercedes-Benz,AMG E63 (W211),,,,,,,,,Germany,,505,628,1840,3.643564356,FR,AT,,L,DJP,link,hp too high,,,,,,,
2009,Mercedes-Benz,AMG E63 (W212),1:06.502,0,,,,,,,Germany,,454,645,1848,4.070484581,FR,AT,,L,Mercedes,irl,,,,,,,,
2013,Mercedes-Benz,AMG E63 S (W212),,,,,,,,,Germany,,470,651,1845,3.925531915,FR,AT,,L,MNBA,Patreon,,,,,,,,
2013,Mercedes-Benz,AMG E63 S 4matic (W212),,,,,,,,,Germany,,470,651,1845,3.925531915,F4,AT,,L,MNBA,Patreon,,,,,,,,
2018,Mercedes-Benz,AMG E63 S (W213),,,,,,,,,Germany,,588,826,2555,4.345238095,FR,AT,,L,MNBA,Patreon,,,,,,,,
2019,Mercedes-Benz,AMG E63 S Wagon (W213),,,,,,,,,Germany,,525,738,2033,3.872380952,FR,AT,,L,Forcefulodin,link,,,,,,,,
1995,Mercedes-Benz,600L 7.0 AMG,,,,,,,,,Germany,,494,720,2230,4.51417004,FR,MT,,L,CsaWee & Sapsan,link,slightly too much power (~10-15%),,,,,,,
2013,Mercedes-Benz,S500 4matic (W221),,,,,,,,,Germany,,380,609,2075,5.460526316,F4,AT,,L,Fazani,link,,,,,,,,
2013,Mercedes-Benz,AMG S63 (W221),,,,,,,,,Germany,,473,589,2150,4.545454545,FR,AT,,L,Fazani,link,,,,,,,,
2013,Mercedes-Benz,AMG S65 (W221),,,,,,,,,Germany,,550,870,2180,3.963636364,FR,AT,,L,Fazani,link,,,,,,,,
2013,Mercedes-Benz,S650 Maybach (W222),,,,,,,,,Germany,,550,870,2295,4.172727273,FR,AT,,L,Fazani,link,,,,,,,,
2018,Mercedes-Benz,AMG S65 4matic (W222),,,,,,,,,Germany,,542,929,2070,3.819188192,F4,AT,,L,Forcefulodin,link,,,,,,,,
2018,Mercedes-Benz,AMG S63 Coupe (C217),,,,,,,,,Germany,,549,783,2015,3.670309654,F4,AT,,L,CArL.,link,,,,,,,,
2017,Mercedes-Benz,AMG S65 Coupe,1:07.158,0,,,,,,,Germany,,537,886,2195,4.087523277,FR,AT,,L,Mercedes,irl,,,,,,,,
2022,Mercedes-Benz,EQS 580,,,,,,,,,Germany,,449,503,2585,5.757238307,E4,AT,,L,?,link,,,,,,,,
2015,Mercedes-Benz,AMG CLS63 S (C218),,,,,,,,,Germany,,509,695,1885,3.703339882,FR,AT,,L,MoulagaZzZ,link,,,,,,,,
2018,Mercedes-Benz,AMG GT63 S,,,,,,,,,Germany,,549,783,2015,3.670309654,F4,AT,,L,MNBA,Patreon,,,,,,,,
2020,Mercedes-Benz,AMG GLE63 S,,,,,,,,,Germany,,535,740,2225,4.158878505,F4,AT,,L,Fazani,link,,,,,,,,
2019,Mercedes-Benz,AMG G63,,,,,,,,,Germany,,486,510,1925,3.96090535,F4,AT,,L,B. Gili,link,we got the black series g63 over here being 700 kg lighter lol,,,,,,,
2016,Mercedes-Benz,AMG G63 6x6,,,,,,,,,Germany,,563,760,2900,5.150976909,F6,AT,,L,PTT Mods,Patreon,lol,,,,,,,
1955,Mercedes-Benz,300SL,,,,,,,,,Germany,,184,238,1160,6.304347826,FR,MT,,L,MNBA,Patreon,,,,,,,,
1994,Mercedes-Benz,AMG SL600 (R129),,,,,,,,,Germany,,402,535,1905,4.73880597,FR,MT,,L,SELEXYS,link,power,,,,,,,
2006,Mercedes-Benz,AMG SL55 (R230),1:08.30,0,,,,,,,Germany,,445,685,1985,4.460674157,FR,AT,,L,Mercedes,irl,,,,,,,,
2006,Mercedes-Benz,AMG SL65 Black Series (R230),,,,,,,,,Germany,,585,665,1870,3.196581197,FR,AT,,L,Assettodrive,link,,,,,,,,
2006,Mercedes-Benz,AMG SLK55 (R171),1:07.45,0,,,,,,,Germany,,280,374,1495,5.339285714,FR,AT,,L,Mercedes,irl,,,,,,,,
2015,Mercedes-Benz,AMG SLK55 (R172),,,,,,,,,Germany,,422,416,1535,3.637440758,FR,AT,,L,Markos Kass,link,,,,,,,,
2004,Mercedes-Benz,Mclaren SLR,,,,,,,,,Germany,,519,655,1768,3.40655106,FR,AT,,L,Tidy,link,power and torque too low,,,,,,,
2004,Mercedes-Benz,Mclaren SLR,,,,,,,,,Germany,,581,724,1770,3.046471601,FR,AT,,L,Jandrovi,Youtube,,,,,,,,
2009,Mercedes-Benz,SLR Stirling Moss,,,,,,,,,Germany,,501,571,1560,3.113772455,FR,AT,,L,Darren Donnellan & Goran Martensson,,,,,,,,,
2009,Mercedes-Benz,SLS AMG,,,,,,,,,Germany,,501,571,1620,3.233532934,FR,AT,,L,Kunos,AC,,,,,,,,
2013,Mercedes-Benz,SLS AMG Black Series,,,,,,,,,Germany,,534,552,1475,2.762172285,FR,AT,,L,"Sylana, UolterUait, MrB00 & dragster666",link,,,,,,,,
2015,Mercedes-Benz,AMG GT,1:03.90,0,,,,,,,Germany,,401,488,1635,4.077306733,FR,AT,,L,Mercedes,irl,,,,,,,,
2015,Mercedes-Benz,AMG GT S,,,,,,,,,Germany,,448,568,1570,3.504464286,FR,AT,,L,MNBA,Patreon,,,,,,,,
2017,Mercedes-Benz,AMG GT R,0:59.547,0,,,,,,,Germany,,523,612,1555,2.973231358,FR,AT,4.5,L,Jandrovi,Youtube,"ffb is a little weird on the straights but thats likely due to my setup, very characterful car to push hard",,,,,,,
2020,Mercedes-Benz,AMG GT R,1:00.73,0,,,,,,,Germany,,520,631,1635,3.144230769,FR,AT,,L,Mercedes,irl,,,,,,,,
2020,Mercedes-Benz,AMG GT Black Series,,,,,,,,,Germany,,644,707,1540,2.391304348,FR,AT,,L,MNBA,Patreon,,,,,,,,
1998,Mercedes-Benz,CLK GTR,,,,,,,,,Germany,,531,682,1365,2.570621469,MR,AT,,L,101Creative,Patreon,,,,,,,,
2021,Mercedes-Benz,AMG One,,,,,,,,,Germany,,650,567,1282,1.972307692,MR,AT,,L,MNBA,Patreon, Version 0.92,,,,,,,
2003,Mini,Cooper S (R53),,,,,,,,,Germany,,140,183,1230,8.785714286,FF,MT,,L,101Creative,Patreon,,,,,,,,
2004,Mini,Cooper S (R53),1:13.199,0,,,,,,,Germany,,148,183,1115,7.533783784,FF,MT,,R,Mini,irl,,,,,,,,
2006,Mini,Cooper S (R56),1:11.24,0,,,,,,,Germany,,170,250,1207,7.1,FF,MT,,R,Mini,irl,,,,,,,,
2009,Mini,Cooper S JCW (R56),,,,,,,,,Germany,,184,244,1220,6.630434783,FF,MT,,L,Wack,link,could b too light,,,,,,,
2008,Mini,Cooper S JCW (R56),1:09.768,0,,,,,,,Germany,,190,281,1155,6.078947368,FF,MT,,R,Mini,irl,,,,,,,,
2010,Mini,Cooper S (R56),1:11.576,0,,,,,,,Germany,,175,244,1200,6.857142857,FF,MT,,R,Mini,irl,,,,,,,,
2013,Mini,Cooper S JCW (R56),,,,,,,,,Germany,,189,251,1220,6.455026455,FF,MT,,L,101Creative,Patreon,could b too light,,,,,,,
2014,Mini,Cooper S (F56),1:12.106,0,,,,,,,Germany,,199,305,1272,6.391959799,FF,MT,,R,Mini,irl,,,,,,,,
2016,Mini,Cooper S (F56),,,,,,,,,Germany,,228,300,1390,6.096491228,FF,AT,,L,TGN,Patreon,hp too high,,,,,,,
2016,Mini,Cooper S JCW Cab (F56),,,,,,,,,Germany,,205,270,1390,6.780487805,FF,AT,,L,TGN,Patreon,,,,,,,,
2020,Mini,Cooper JCW GP (F56),,,,,,,,,Germany,,328,431,1085,3.307926829,FF,AT,,L,TGN,Patreon,hp way too high + too light,,,,,,,
1987,Mitsubishi,Galant VR-4 E39A,,,,,,,,,Japan,,202,294,1370,6.782178218,F4,MT,,B,Bruce K.,link,,,,,,,,
1988,Mitsubishi,Galant VR-4,1:14.80,0,,,,,,,Japan,,190,235,1380,7.263157895,F4,MT,,R,Mitsubishi,irl,,,,,,,,
1994,Mitsubishi,Lancer Evo II RS,1:07.63,0,,,,,,,Japan,,205,246,1180,5.756097561,F4,MT,,R,Mitsubishi,irl,,,,,,,,
1995,Mitsubishi,Lancer Evo III GSR,1:07.35,0,,,,,,,Japan,,223,258,1259,5.64573991,F4,MT,,R,Mitsubishi,irl,,,,,,,,
1996,Mitsubishi,Lancer Evolution IV GSR,,,,,,,,,Japan,,228,300,1350,5.921052632,F4,MT,,R,Esprit3095,link,,,,,,,,
1996,Mitsubishi,Lancer Evolution IV GSR,,,,,,,,,Japan,,228,292,1350,5.921052632,F4,MT,,R,Sam S.,link,,,,,,,,
1998,Mitsubishi,Lancer Evo IV GSR,1:07.38,0,,,,,,,Japan,,220,283,1352,6.145454545,F4,MT,,R,Mitsubishi,irl,,,,,,,,
1998,Mitsubishi,Lancer Evolution V,,,,,,,,,Japan,,239,324,1360,5.690376569,F4,MT,,R,Kubus,link,,,,,,,,
1998,Mitsubishi,Lancer Evo V RS,1:06.92,0,,,,,,,Japan,,226,312,1260,5.575221239,F4,MT,,R,Mitsubishi,irl,,,,,,,,
1999,Mitsubishi,Lancer Evo V,1:04.65,0,,,,,,,Japan,,226,312,1338,5.920353982,F4,MT,,R,Mitsubishi,irl,,,,,,,,
1999,Mitsubishi,Lancer Evolution VI GSR,,,,,,,,,Japan,,227,307,1350,5.947136564,F4,MT,,R,Sam S.,link,,,,,,,,
1999,Mitsubishi,Lancer Evo VI,1:05.15,0,,,,,,,Japan,,218,300,1375,6.30733945,F4,MT,,R,Mitsubishi,irl,,,,,,,,
1999,Mitsubishi,Lancer Evolution VI GSR T. Makinen Ed.,,,,,,,,,Japan,,227,307,1350,5.947136564,F4,MT,,R,Sam S.,link,,,,,,,,
2002,Mitsubishi,Lancer Evo VII,1:04.93,0,,,,,,,Japan,,230,291,1435,6.239130435,F4,MT,,R,Mitsubishi,irl,,,,,,,,
2003,Mitsubishi,Lancer Evo VIII RS ,1:04.15,0,,,,,,,Japan,,234,317,1375,5.876068376,F4,MT,,R,Mitsubishi,irl,,,,,,,,
2004,Mitsubishi,Lancer Evolution VIII MR,,,,,,,,,Japan,,236,319,1455,6.165254237,F4,MT,,R,Sam S.,link,,,,,,,,
2005,Mitsubishi,Lancer Evolution VIII MR,,,,,,,,,Japan,,236,319,1455,6.165254237,F4,MT,,R,Jerry Wei,Patreon,,,,,,,,
2006,Mitsubishi,Lancer Evolution IX GSR,,,,,,,,,Japan,,227,330,1410,6.211453744,F4,MT,,R,Sam S.,link,,,,,,,,
2006,Mitsubishi,Lancer Evo IX GSR,1:06.06,0,,,,,,,Japan,,265,324,1480,5.58490566,F4,MT,,R,Mitsubishi,irl,,,,,,,,
2006,Mitsubishi,Lancer Evo IX,1:05.53,0,,,,,,,Japan,,265,324,1485,5.603773585,F4,MT,,R,Mitsubishi,irl,,,,,,,,
2006,Mitsubishi,Lancer Evolution IX FQ-360,,,,,,,,,Japan,,314,432,1420,4.522292994,F4,MT,,R,Assetto Garage updated by TheFerrariGuy,link,,,,,,,,
2009,Mitsubishi,Lancer Evo X Ralliart,1:06.125,0,,,,,,,Japan,,237,344,1485,6.265822785,F4,MT,,R,Mitsubishi,irl,,,,,,,,
2009,Mitsubishi,Lancer Evolution X MR,,,,,,,,,Japan,,256,346,1695,6.62109375,F4,AT,,R,101Creative,link,,,,,,,,
2009,Mitsubishi,Lancer Evolution X GSR FQ-360,,,,,,,,,Japan (UK),,312,433,1560,5,F4,AT,,R,JakubP,link,,,,,,,,
2009,Mitsubishi,Lancer Evolution X GSR FQ-400,,,,,,,,,Japan (UK),,354,428,1560,4.406779661,F4,MT,,R,101Creative,link,,,,,,,,
1988,Mitsubishi,Starion,,,,,,,,,Japan (USDM),,177,319,1338,7.559322034,FR,MT,,L,Nabaoui,link,,,,,,,,
2000,Mitsubishi,FTO,,,,,,,,,Japan,,172,174,1170,6.802325581,FF,MT,,R,Wolf24,link,,,,,,,,
1994,Mitsubishi,FTO GPX,1:11.10,0,,,,,,,Japan,,165,170,1190,7.212121212,FF,MT,,R,Mitsubishi,irl,,,,,,,,
1990,Mitsubishi,GTO,,,,,,,,,Japan,,282,407,1730,6.134751773,F4,MT,,R,Wack,link,whp/wtq is optimistic,,,,,,,
1991,Mitsubishi,GTO TT,,,,,,,,,Japan,,284,347,1700,5.985915493,F4,MT,,R,990,link,,,,,,,,
1994,Mitsubishi,GTO MR,1:07.36,0,,,,,,,Japan,,236,264,1650,6.991525424,F4,MT,,R,Mitsubishi,irl,,,,,,,,
1998,Mitsubishi,3000GT,,,,,,,,,Japan (USDM),,312,370,1730,5.544871795,F4,MT,,L,Uncle M,link,very optimistic whp even for us spec,,,,,,,
2006,Mitsubishi,Eclipse GT,,,,,,,,,Japan (USDM),,216,263,1574,7.287037037,FF,MT,,L,PedroBLR,link,,,,,,,,
2011,Morgan,3 Wheeler,,,,,,,,,Britain,,101,158,575,5.693069307,FR,MT,,R,"Dmitrii A, Maarten, x4fab",link,,,,,,,,
2011,Morgan,Aero SuperSports,,,,,,,,,Britain,,323,441,1255,3.885448916,FR,MT,,L,?,link,,,,,,,,
1969,Nissan,Fairlady Z 432,,,,,,,,,Japan,,157,178,1040,6.624203822,FR,MT,,R,?,link,,,,,,,,
1987,Nissan,Fairlady Z / 300ZX (Z31),,,,,,,,,Japan,,229,313,1400,6.113537118,FR,MT,,R,ACR,link,hp/tq too high,,,,,,,
1994,Nissan,Fairlady Z TT (Z32),,,,,,,,,Japan,,261,333,1510,5.785440613,FR,MT,,R,Darek,link,,,,,,,,
1994,Nissan,Fairlady Z TT 2+2 (Z32),,,,,,,,,Japan,,261,333,1625,6.22605364,FR,MT,,R,Darek,link,,,,,,,,
1990,Nissan,300ZX Turbo (Z32),1:11.42,0,,,,,,,Japan,,247,355,1602,6.48582996,FR,MT,,R,Nissan,irl,,,,,,,,
2003,Nissan,Fairlady Z (Z33),,,,,,,,,Japan,,235,308,1500,6.382978723,FR,MT,,R,WKMOD,link,,,,,,,,
2007,Nissan,Fairlady Z (Z33),,,,,,,,,Japan,,262,359,1510,5.763358779,FR,MT,,R,Tidy,link,,,,,,,,
2007,Nissan,350Z (Z33),1:07.87,0,,,,,,,Japan,,232,308,1545,6.659482759,FR,MT,,R,Nissan,irl,,,,,,,,
2008,Nissan,350Z Nismo (Z33),1:06.663,0,,,,,,,Japan,,268,311,1520,5.671641791,FR,MT,,R,Nissan,irl,,,,,,,,
2016,Nissan,370Z Nismo (Z34),,,,,,,,,Japan,,295,310,1498,5.077966102,FR,MT,,L,Kunos,AC (JP),,,,,,,,
2009,Nissan,370Z (Z34),1:06.669,0,,,,,,,Japan,,289,325,1520,5.259515571,FR,MT,,R,Nissan,irl,,,,,,,,
2009,Nissan,370Z Nismo (Z34),1:06.643,0,,,,,,,Japan,,291,336,1500,5.154639175,FR,MT,,R,Nissan,irl,,,,,,,,
2022,Nissan,Z (RZ34),,,,,,,,,Japan,,371,521,1085,2.924528302,FR,MT,,L,"AssumedGuitar37, Adnap",link,inaccurate power and esp weight,,,,,,,
1971,Nissan,Skyline 2000 GTR (KPGC10),,,,,,,,,Japan,,137,153,1024,7.474452555,FR,MT,,R,Yuri Blake & Abbo90,link,,,,,,,,
1992,Nissan,Skyline GTS (E-HR32),,,,,,,,,Japan,,162,211,1240,7.654320988,FR,MT,,R,Jaskier,link,,,,,,,,
